,n,p,eps,gam,gam_media,p_media,max_it,media_op,avg_ncluster,std_ncluster,avg_pwdist,std_pwdist,avg_niter,std_niter,avg_ncluster_0.1,std_ncluster_0.1,nruns,avg_opinion,std_opinions,median_opinion,avg_00_perc,avg_05_perc,avg_095_perc,avg_005_perc,10B_avg_entr,10B_std_entr,100B_avg_entr,100B_std_entr,10B_norm_entr,100B_norm_entr,avg_ncluster_0.01,std_ncluster_0.01,avg_ncluster_0.00001,std_ncluster_0.00001
129,100,1.0,0.3,0.75,0.75,0.1,1000000,0.05;0.95,1.7202762086415342,0.30463801868991724,0.17027341053000006,0.3466459293319281,123.18,20.72590727382597,1.7202762086415342,0.30311100146151937,97.0,0.4806262650000001,0.3655296272166978,0.47331005,0.4225,0.17509999999999998,0.3876,0.4225,0.5782996067889894,0.16813509130753584,0.6166245916789288,0.1434079177558169,0.25817810947370307,0.1523925385798016,1.7202762086415342,0.30311100146151937,9.050725273547412,4.120150272194228
130,100,1.0,0.3,1.0,1.0,0.1,1000000,0.05;0.95,1.8379848362045907,0.3977005539557611,0.17957604055,0.34895748942923965,123.49,19.482442237962765,1.8246284699652078,0.33175965696668297,97.0,0.5250007990000001,0.38155953679130944,0.5714156,0.3944,0.1035,0.4569,0.3944,0.6589327224147061,0.1790942424283025,0.7072281461393974,0.20954332957918947,0.2941762410802805,0.17478429177113955,1.8376000950392086,0.3932216101812471,8.597976551041482,4.454542371201408
131,100,1.0,0.3,1.25,1.25,0.1,1000000,0.05;0.95,1.8967071931391493,0.3567737231120405,0.1856881323,0.3524802604217034,123.8,15.131077124563706,1.8891218251829724,0.3406769876994477,97.0,0.506444924,0.3895965697458811,0.52219245,0.4235999999999999,0.09659999999999998,0.4431,0.4235999999999999,0.7245591844543093,0.18778615322926492,0.7610548273633084,0.21679440863125413,0.3234747495038126,0.18808701226871688,1.89670719313915,0.35498537238623595,9.531456681743041,5.413681885364154
132,100,1.0,0.3,1.5,1.5,0.1,1000000,0.05;0.95,1.9421895060496168,0.5782022554349859,0.18430255982,0.35242679228487866,128.31,17.68563589955751,1.8769434555982527,0.3879072413666112,97.0,0.521844454,0.3918374337173796,0.5559888000000001,0.42700000000000005,0.06570000000000001,0.4744,0.42700000000000005,0.7036547412104894,0.20469491118934366,0.7615262329488037,0.2775873606598925,0.31414209637223434,0.18820351539694716,1.9392102609785495,0.575643666868757,9.341231763134571,6.284416807580647
133,100,1.0,0.4,0.0,0.0,0.1,1000000,0.05;0.95,1.0160400077137903,0.04229543076228732,0.00624270118,0.07273605826592199,2143.9,6298.163808891952,1.0160400077137908,0.04208342225548873,97.0,0.4341472820000001,0.03454116633670441,0.4338054,0.32,0.5092,0.17079999999999998,0.32,0.03290697333276927,0.06781071970112677,0.06444142202867234,0.13179099803317168,0.014691104859519489,0.015926046455434134,1.0160400077137908,0.04208342225548873,4.545552143136379,3.270197476307975
134,100,1.0,0.4,0.5,0.5,0.1,1000000,0.05;0.95,1.0458294923123492,0.12820342264034615,0.015605117729999996,0.11468554331612762,90.48,58.63368218753354,1.0458294923123497,0.1275607949212149,97.0,0.471187153,0.06024827284375985,0.4651196500000001,0.2937,0.4791,0.2272,0.2937,0.08144823002817053,0.1474491544310344,0.22507279988824075,0.2542284886833911,0.03636203414595288,0.05562446876606586,1.0458294923123495,0.1275607949212149,10.349479763415063,6.164618319466448
135,100,1.0,0.4,0.75,0.75,0.1,1000000,0.05;0.95,1.072660809704854,0.134874794886306,0.02542102819,0.147380675382128,10108.56,99989.04456810668,1.0726608097048542,0.1341987264942067,97.0,0.537952681,0.0947838139437099,0.5504399999999999,0.3143,0.2894,0.3962999999999999,0.3143,0.11664457961931494,0.16444397693539212,0.18077953343637065,0.2186004696484212,0.05207521619058957,0.0446778354211105,1.0726608097048542,0.1341987264942067,9.899720177165475,7.705783397004147
136,100,1.0,0.4,1.0,1.0,0.1,1000000,0.05;0.95,1.0700589560511655,0.13303189983099378,0.024682537150000003,0.14568263736771173,122.82,33.65012494911289,1.0700589560511655,0.13236506906626494,97.0,0.525016585,0.09155579131775599,0.52207,0.3868999999999999,0.1698,0.4433,0.3868999999999999,0.10343752100650284,0.14843994240578004,0.1632803633299688,0.20380254264195866,0.04617901051392139,0.04035309230910872,1.0700589560511657,0.13236506906626497,10.870344769538267,8.513581450193627
137,100,1.0,0.4,1.25,1.25,0.1,1000000,0.05;0.95,1.129506974876783,0.18540293198902447,0.04144830491,0.1879112623847445,134.17,17.044241303623973,1.1222655955664385,0.17495693175497926,97.0,0.5629195029999999,0.14111405423917164,0.5756286500000001,0.4043,0.05,0.5457000000000001,0.4043,0.16393842096892286,0.17602604584101952,0.18219243468724888,0.18989219352375009,0.07318924498474419,0.045027019691879944,1.12902162773802,0.18296617303345689,10.241781184322793,9.061057972028255
138,100,1.0,0.4,1.5,1.5,0.1,1000000,0.05;0.95,1.2256122519132011,0.2381884471359033,0.07090923247999999,0.2418893085602869,135.26,18.28485049366709,1.2256122519132011,0.2369945125641581,97.0,0.521304282,0.2094000858307853,0.5309674000000001,0.4709,0.01,0.5190999999999999,0.4709,0.2638150201842725,0.20512398128959689,0.2699236632048215,0.20626919443354416,0.1177785050557622,0.06670890654318963,1.2256122519132011,0.23699451256415807,11.21865675217575,9.552752627300876
139,100,1.0,0.5,0.0,0.0,0.1,1000000,0.05;0.95,1.00020199959192,0.0020199959192001684,0.00017804588000000127,0.008937887849523183,6283.15,9019.221914720232,1.00020199959192,0.0020098705626108064,97.0,0.5983767080000001,0.001135474807204668,0.5984321000000001,0.3901,0.0,0.6099,0.3901,0.0005600153435484735,0.0055720823141767895,0.0005600153435484735,0.0055720823141767895,0.0002500152187140723,0.0001384021347812682,1.00020199959192,0.0020098705626108064,4.20961972234273,3.961588150519025
140,100,1.0,0.5,0.5,0.5,0.1,1000000,0.05;0.95,1.0010259589366757,0.007370526393425777,0.0006202890400000003,0.019821455354972,158.41,18.959869901100767,1.0010259589366757,0.007333581166321414,97.0,0.4728423600000001,0.003146324372236653,0.4728656,0.5301,0.0,0.4698999999999999,0.5301,0.002327812814594988,0.01650007526300453,0.002327812814594988,0.01650007526300453,0.0010392369364001378,0.0005752954211392107,1.0010259589366757,0.007333581166321414,10.856319985165465,8.42708189893517
141,100,1.0,0.5,0.75,0.75,0.1,1000000,0.05;0.95,1.0004079933388843,0.004079933388842626,0.00037224199000000064,0.01257619515535861,145.26,13.222738297372755,1.0004079933388843,0.00405948246613025,97.0,0.544507693,0.0016415899957541544,0.5445674500000001,0.4501999999999999,0.0,0.5498000000000001,0.4501999999999999,0.00098039113279732,0.009754768605840614,0.00098039113279732,0.009754768605840614,0.0004376892639021823,0.00024229376438152908,1.0004079933388843,0.004059482466130251,10.020611831645837,8.776825564038496
142,100,1.0,0.5,1.0,1.0,0.1,1000000,0.05;0.95,1.0010259589366757,0.007370526393425773,0.0006380779800000001,0.01982221032387309,145.84,15.702872413039662,1.0010259589366757,0.007333581166321414,97.0,0.517855292,0.003175204922433387,0.51765425,0.4799,0.0,0.5201,0.4799,0.002327812814594988,0.01650007526300453,0.002327812814594988,0.01650007526300453,0.0010392369364001378,0.0005752954211392107,1.0010259589366757,0.007333581166321414,10.949142716886179,9.259981438565323
143,100,1.0,0.5,1.25,1.25,0.1,1000000,0.05;0.95,1.0018498753511442,0.01020764231418207,0.0009817288100000003,0.02655768931105599,143.36,13.878637024454733,1.0018498753511442,0.01015647586508913,97.0,0.481229493,0.005533285045876957,0.48176245,0.5206999999999999,0.0,0.4793000000000001,0.5206999999999999,0.004200239086484844,0.022090844989552487,0.004200239086484844,0.022090844989552487,0.0018751695037584407,0.0010380466586464314,1.0018498753511442,0.010156475865089132,12.28185637931553,9.871962468913852
144,100,1.0,0.5,1.5,1.5,0.1,1000000,0.05;0.95,1.0065009143595554,0.025897992733105054,0.0028472979900000003,0.04867994683567624,147.73,35.60610973562051,1.0065009143595554,0.02576817741571804,97.0,0.516389631,0.015579313496496959,0.51763125,0.4815,0.0,0.5185,0.4815,0.013226725136686249,0.04478343899429822,0.013226725136686249,0.04478343899429822,0.005904985668724442,0.003268851498751812,1.0065009143595554,0.02576817741571804,12.14114470189455,10.555412715072675
145,100,1.0,0.2,0.0,0.0,0.2,1000000,0.05;0.95,2.5530169553995874,0.3917524136695558,0.19046642975000005,0.31359062739363874,99.65,13.79970355412819,2.553016955399587,0.3897887300574036,97.0,0.503920869,0.36430145118543295,0.48999225,0.325,0.2376,0.342,0.325,0.9626494215165754,0.1563384778526158,0.9626494215165754,0.1563384778526158,0.42976859194681943,0.23790907966848351,2.553016955399587,0.3897887300574036,5.540321730525715,2.44658888620619
146,100,1.0,0.2,0.5,0.5,0.2,1000000,0.05;0.95,3.2081145016954458,0.9947527045567574,0.18881079122,0.3023647727805738,63.31,10.170957862383654,2.916242862634405,0.5658666136061088,97.0,0.4949881340000001,0.3542968610664221,0.5258253500000001,0.3266000000000001,0.269,0.30210000000000004,0.3266000000000001,1.1756983114297759,0.2089222128674491,1.4149981841409254,0.3930340074080241,0.5248828873354575,0.3497025066417146,3.2098784064694117,0.9968777208861411,12.360474428210694,5.900746346683356
147,100,1.0,0.2,0.75,0.75,0.2,1000000,0.05;0.95,3.2163546780557883,0.8286188328466759,0.18772474043,0.2981974955981231,58.22,8.444207864841227,2.987233886323461,0.5177900730392967,97.0,0.4961021509999999,0.3505673789588906,0.4936997,0.3107,0.2705,0.2999,0.3107,1.2192144965113243,0.18654447559058074,1.4315620829818647,0.3640917916145729,0.5443104059849062,0.35379610690873753,3.2156235920214224,0.822080366852383,13.134030371375834,5.75480474889037
148,100,1.0,0.2,1.0,1.0,0.2,1000000,0.05;0.95,3.5381929389080566,1.3623469738179788,0.18332504857999998,0.2914062903385431,55.31,7.3384211001021376,3.1367822543742263,0.7596618705858963,97.0,0.4967056360000002,0.3424435835419109,0.4978803500000001,0.2994,0.2928,0.29,0.2994,1.259854970391356,0.24939382590507134,1.5238158002006077,0.4782346441863348,0.5624540820159544,0.37659568115553904,3.537734185853909,1.3550945355749069,15.481441606327817,6.382439592361179
149,100,1.0,0.2,1.25,1.25,0.2,1000000,0.05;0.95,3.5192388863895947,1.1837622258990903,0.18141384296,0.2855224825852264,55.47,8.737998985043786,3.1738011622215008,0.6628444507447634,97.0,0.4940954360000001,0.3368855704490106,0.4944153999999999,0.2854,0.3166,0.275,0.2854,1.280294070460398,0.22345588794642374,1.53429090224257,0.4210054580381991,0.5715789857046656,0.3791844968038262,3.5190525438099445,1.1776217264131148,15.97134799733082,5.17227828298272
150,100,1.0,0.2,1.5,1.5,0.2,1000000,0.05;0.95,3.588319124773472,1.3949070708007476,0.18063282676,0.2857362146218011,56.62,9.661733328398737,3.1622872892574496,0.7007042693215865,97.0,0.5049022660000001,0.3359613729232923,0.49318635,0.275,0.3133,0.2841,0.275,1.2996162621118552,0.2531694319689501,1.5946475406317344,0.4475740226518113,0.580205252872926,0.3941010302479824,3.588183866443586,1.3878639831829334,15.600957453290132,5.4040000885875
151,100,1.0,0.3,0.0,0.0,0.2,1000000,0.05;0.95,1.771977453054039,0.2905980426690584,0.18217030428,0.3582296383566485,105.24,16.540198965495605,1.7719774530540382,0.28914140170348657,97.0,0.491483364,0.3845874795167986,0.5128326,0.4440999999999999,0.1297,0.4175,0.4440999999999999,0.5939308640909018,0.16538174148311965,0.5940694935270138,0.16501819065173354,0.26515658293543115,0.14681827392725483,1.7719774530540382,0.28914140170348657,6.82186631463951,3.987883912833839
152,100,1.0,0.3,0.5,0.5,0.2,1000000,0.05;0.95,1.8049653226391744,0.21348603909803213,0.18746130125,0.3586521323038432,70.11,9.590499297100065,1.804907205348797,0.21230761557658528,97.0,0.4692087230000001,0.3970841884986466,0.43883950000000005,0.4787,0.0685,0.4112000000000001,0.4787,0.6435597651255756,0.0901503107758751,0.6511052501820497,0.10042656141292858,0.2873130839843154,0.1609140849989717,1.8049653226391749,0.21241592690019465,9.196759308460694,3.6776855436447726
153,100,1.0,0.3,0.75,0.75,0.2,1000000,0.05;0.95,1.828826874617259,0.2360342858026811,0.19316442498,0.3652344142576424,67.55,7.592360594303948,1.8277015684774736,0.2325853855468384,97.0,0.497931408,0.4101753411854846,0.5241574499999999,0.4845000000000001,0.0235,0.4804,0.4845000000000001,0.6631220665644535,0.11774760319355775,0.6657725803510653,0.1243603796236755,0.2960465466101806,0.16453896747820998,1.8288268746172582,0.23485114910010113,8.828859427176678,4.399428582463882
154,100,1.0,0.3,1.0,1.0,0.2,1000000,0.05;0.95,1.957196404824464,0.32592069563960513,0.20025727773,0.36609435572394017,66.65,8.070866675202168,1.9470902691487533,0.29867415623403915,97.0,0.5170411810000001,0.4160063491337912,0.5742395,0.46,0.0304,0.4994,0.46,0.7339297802126775,0.1644836928596752,0.7574632678933192,0.2127514807091852,0.32765819121661416,0.18719939462829527,1.9571964048244632,0.3242869976544575,7.991475488194798,3.691025616413726
155,100,1.0,0.3,1.25,1.25,0.2,1000000,0.05;0.95,2.03012043229694,0.4554019228372363,0.20049607266,0.36328359937689697,65.87,7.862010692005713,2.0068499565072107,0.3777001438512651,97.0,0.5242540120000001,0.4141153403908622,0.55276495,0.4467999999999999,0.0359,0.5025,0.4467999999999999,0.7798199253510592,0.1986571113799581,0.8149626795220803,0.26890506785322993,0.348145548939519,0.20140979334284154,2.03012043229694,0.4531191920572483,8.588266341961184,3.762982178049188
156,100,1.0,0.3,1.5,1.5,0.2,1000000,0.05;0.95,2.157783494600912,0.5807815804266739,0.20044461510999995,0.3585066790635589,66.04,8.38579848086133,2.1132396910415308,0.4679248517462884,97.0,0.517146619,0.4094464081038822,0.5458341,0.4424,0.0557,0.4826,0.4424,0.8347717709826606,0.2432319895965259,0.8894388000214691,0.33217690141253337,0.3726784440871277,0.21981581415296633,2.157783494600912,0.5778703762274687,8.227607509530435,3.7049206766362315
157,100,1.0,0.4,0.0,0.0,0.2,1000000,0.05;0.95,1.0494590944669269,0.1705452815360118,0.01491573819,0.11405359401291035,542.76,889.4704941705486,1.049459094466927,0.16969041258614342,97.0,0.5382908190000001,0.06017620833654212,0.55415895,0.32770000000000005,0.2599,0.4123999999999999,0.32770000000000005,0.06116158347499406,0.1312961753988591,0.061721598818542535,0.1311534632608705,0.02730519234081674,0.015253869625198726,1.0494590944669273,0.16969041258614342,6.16488693349546,5.043225642047411
158,100,1.0,0.4,0.5,0.5,0.2,1000000,0.05;0.95,1.1677887315368485,0.2759624358807673,0.049060694130000006,0.20358099138519226,72.42,18.479133741557906,1.1677887315368491,0.2745791568147048,97.0,0.530873235,0.1465163028967685,0.5447293999999999,0.4004000000000001,0.13,0.4696,0.4004000000000001,0.18977008775374246,0.2234696873897664,0.21546293977630931,0.23084454213070746,0.08472162511567662,0.05324948891995465,1.167788731536849,0.2745791568147048,11.352447012015638,9.117595556634669
159,100,1.0,0.4,0.75,0.75,0.2,1000000,0.05;0.95,1.3119639251756288,0.3135223515572744,0.08878452779999997,0.2677979470718853,72.89,10.5790864779087,1.3119639251756283,0.3119508010516132,97.0,0.507294418,0.2324763555340396,0.5225546,0.47700000000000004,0.03,0.4930000000000001,0.47700000000000004,0.3099539638276741,0.2466986646809293,0.3158834970021489,0.2463031537277868,0.1383769372579021,0.07806741517160867,1.3119639251756285,0.31195080105161316,11.846621807978865,9.072410164065017
160,100,1.0,0.4,1.0,1.0,0.2,1000000,0.05;0.95,1.5836774788773982,0.3393579615950562,0.15038148629999998,0.33525244720127795,71.11,9.889178863073443,1.5836774788773973,0.3376569084691917,97.0,0.4973723440000001,0.34431113927315216,0.49083745,0.5027999999999999,0.0,0.4972,0.5027999999999999,0.49528698477906896,0.2144677024861161,0.49528698477906896,0.2144677024861161,0.22111766267177999,0.1224051748090492,1.5836774788773973,0.33765690846919166,11.120129253004109,8.184696490079189
161,100,1.0,0.4,1.25,1.25,0.2,1000000,0.05;0.95,1.7260088366319666,0.2550690855751617,0.18239209113,0.3613017732633962,68.86,9.709955320352009,1.7260088366319668,0.2537905357415592,97.0,0.5435826850000001,0.4002638140897533,0.6075273499999999,0.4513000000000001,0.0,0.5487000000000001,0.4513000000000001,0.5898537154922981,0.1207127161848352,0.5898537154922981,0.1207127161848352,0.2633363663818084,0.14577638697453044,1.726008836631967,0.2537905357415592,8.258432276631124,5.978492588802826
162,100,1.0,0.4,1.5,1.5,0.2,1000000,0.05;0.95,1.8333363049469151,0.1457602304649513,0.20251062082,0.3752580362366505,64.51,6.323748728388718,1.8333106850478376,0.14503733065980987,97.0,0.5115552999999999,0.4257710931492863,0.5357314000000001,0.4868,0.0004,0.5128,0.4868,0.6434698726680185,0.051263219239170266,0.6434698726680185,0.051263219239170266,0.2872729520795456,0.15902707858034962,1.8333363049469158,0.14502959814239216,8.405343109833915,4.824912744611994
163,100,1.0,0.5,0.0,0.0,0.2,1000000,0.05;0.95,1.0006099929308043,0.004534285616930861,0.00041868435999999987,0.015434858022461159,823.33,1223.3292300732105,1.0006099929308043,0.004511557225099446,97.0,0.4732346860000001,0.002459066002161476,0.4732136000000001,0.5298999999999999,0.0,0.4701000000000001,0.5298999999999999,0.0015404064763457931,0.01118505895001741,0.0015404064763457931,0.01118505895001741,0.0006877044826162544,0.00038069589916279724,1.0006099929308043,0.004511557225099446,8.005303031750131,5.522509957782309
164,100,1.0,0.5,0.5,0.5,0.2,1000000,0.05;0.95,1.00080799836768,0.003978308951464268,0.0005843708200000008,0.01787618891649623,82.3,7.284271141343246,1.00080799836768,0.0039583674276357506,97.0,0.4998544180000001,0.0039837086897802215,0.4999412499999999,0.5,0.0,0.5,0.5,0.002240061374193894,0.01097401471858547,0.002240061374193894,0.01097401471858547,0.0010000608748562893,0.0005536085391250728,1.00080799836768,0.003958367427635751,13.326961629617886,10.719718884062729
165,100,1.0,0.5,0.75,0.75,0.2,1000000,0.05;0.95,1.0020558534550077,0.010796871483935098,0.0010925096200000007,0.027999266263388386,81.13,8.585464578006365,1.0020558534550077,0.010742751486570137,97.0,0.4820926040000002,0.0063634248644682785,0.4819786,0.5198,0.0,0.4802,0.5198,0.004706909189784818,0.02314167340149489,0.004706909189784818,0.02314167340149489,0.0021013690858801754,0.001163265056203591,1.0020558534550075,0.010742751486570137,13.697576568429811,10.599869190818557
166,100,1.0,0.5,1.0,1.0,0.2,1000000,0.05;0.95,1.0126459316318641,0.04764152937205105,0.005114133889999999,0.06606850786655763,80.43,10.015397237163477,1.0126459316318641,0.047402723209736826,97.0,0.525437421,0.02979965643542413,0.5268560999999999,0.4714999999999999,0.0,0.5285,0.4714999999999999,0.02435505066672326,0.061721510585055164,0.02435505066672326,0.061721510585055164,0.01087315444010878,0.0060191047331343015,1.012645931631864,0.047402723209736826,13.054739717466363,10.860640814016172
167,100,1.0,0.5,1.25,1.25,0.2,1000000,0.05;0.95,1.0938326196216064,0.10377444750277903,0.03550318512,0.1744880595695784,83.45,15.8320573648544,1.0938326196216068,0.1032542715579456,97.0,0.5204748580000002,0.14729034530693114,0.5268072500000001,0.47700000000000004,0.0,0.5229999999999999,0.47700000000000004,0.15374387850281393,0.12972662671739024,0.15374387850281393,0.12972662671739024,0.06863795760714486,0.03799624642337959,1.0938326196216068,0.1032542715579456,13.539857323406816,11.172398793397328
168,100,1.0,0.5,1.5,1.5,0.2,1000000,0.05;0.95,1.3634821421880157,0.265777752683626,0.10900260272,0.2931498082967771,86.94,20.28076662627661,1.3634821421880157,0.2644455249826382,97.0,0.4576655940000001,0.3009782412254913,0.4639254499999999,0.547,0.0,0.45299999999999996,0.547,0.3936751880627321,0.16072159315485265,0.3936751880627321,0.16072159315485265,0.17575373492831473,0.09729284575143651,1.3634821421880157,0.2644455249826382,13.79747264103149,10.227008458104242
169,100,1.0,0.2,0.0,0.0,0.3,1000000,0.05;0.95,2.6343050113083564,0.3356899983441543,0.18740780582,0.30576757172957164,70.5,22.7660477310606,2.6343050113083564,0.3340073311147756,97.0,0.4972102160000001,0.3559068671958813,0.4718021499999999,0.31759999999999994,0.30200000000000005,0.3229,0.31759999999999994,1.0086132122869602,0.113061979103806,1.0089271611732191,0.11289206402170808,0.4502888282845778,0.24934615551848985,2.6343050113083564,0.3340073311147756,5.412152792183522,2.2971421091997337
170,100,1.0,0.2,0.5,0.5,0.3,1000000,0.05;0.95,3.4938888778255612,1.2063904249363495,0.18852918506,0.2974996904247964,47.57,18.089147927065913,3.1190890532395232,0.6298124915882395,97.0,0.4963216860000001,0.350472908019958,0.4615648,0.3085,0.27840000000000004,0.30500000000000005,0.3085,1.2531473723692719,0.22005296483112585,1.508785480945162,0.4413768775756803,0.5594595183743383,0.37288108959057126,3.494264917121493,1.2007069420218448,12.058679725759701,5.248361908808326
171,100,1.0,0.2,0.75,0.75,0.3,1000000,0.05;0.95,3.406397735867431,1.2279243037656706,0.18135419638,0.2869289084274965,38.22,6.548313068295072,3.0970374000444805,0.698315380297441,97.0,0.498499578,0.3380364602669816,0.49123405,0.28569999999999995,0.321,0.2816,0.28569999999999995,1.2411100558868773,0.2395474710217342,1.4625347772558075,0.44866712495737,0.5540855364866154,0.3614506954067582,3.4062201936290224,1.2217801796908367,13.332588176662336,4.40976596552233
172,100,1.0,0.2,1.0,1.0,0.3,1000000,0.05;0.95,3.56765554709387,1.27083254847255,0.18249740754,0.2866538218226859,38.63,7.785839256579404,3.2074523740754084,0.7055167651494272,97.0,0.5009931959999999,0.3383626278636861,0.5033906499999999,0.2826,0.32130000000000003,0.28240000000000004,0.2826,1.280768285117926,0.25287568522437737,1.5262514765288595,0.4570602052964642,0.5717906957634794,0.37719763395442174,3.5676555470938704,1.264462420396377,14.36473347476609,5.621162495171197
173,100,1.0,0.2,1.25,1.25,0.3,1000000,0.05;0.95,3.5974271217373435,1.216983964057595,0.18109293767999998,0.2828716109162737,38.89,7.557049020549615,3.2793581402040304,0.7412807469844374,97.0,0.499286902,0.3347332127316653,0.5107628,0.2762,0.32580000000000003,0.2731,0.2762,1.3078537169280304,0.2531921314704751,1.5472963855455215,0.43609681468692746,0.5838828111599251,0.38239867061839566,3.597427121737344,1.2108837553975214,14.917694244648322,5.983903917678609
174,100,1.0,0.2,1.5,1.5,0.3,1000000,0.05;0.95,3.7015897263056377,1.4220894346902972,0.17697871885999994,0.27618301125277056,43.32,13.240494970759482,3.3112845217918565,0.8035013218329449,97.0,0.4988982480000002,0.32705264285757857,0.5168575,0.2642,0.35850000000000004,0.2564,0.2642,1.3122474846281915,0.26526519700503504,1.5831508783636352,0.4720413188168038,0.5858443802583253,0.39125974630979243,3.7015897263056377,1.4149611219589007,14.555025675008302,6.748081769138622
175,100,1.0,0.3,0.0,0.0,0.3,1000000,0.05;0.95,1.8803284535235918,0.16733952347261175,0.20617780933,0.3764064840564888,72.77,5.3745659914042925,1.880328453523593,0.16650072358665707,97.0,0.498414865,0.42553574029452057,0.50459235,0.4845,0.0263,0.4809000000000001,0.4845,0.6540965202905045,0.07340171903337979,0.6540965202905045,0.07340171903337979,0.2920171500022285,0.16165334718792224,1.8803284535235927,0.16650072358665707,7.8713989121452705,3.751233975347781
176,100,1.0,0.3,0.5,0.5,0.3,1000000,0.05;0.95,1.8815190411036469,0.20070697775680216,0.20165696978999995,0.37120052934059866,49.41,6.9588908323210275,1.8804453879248992,0.1976803665188938,97.0,0.4977785390000001,0.420757484998284,0.4650890999999999,0.4884000000000001,0.0246,0.4847,0.4884000000000001,0.6855964037181158,0.0990675182472756,0.6896193675720391,0.10778215103864718,0.30608006869784876,0.17043246003529697,1.8815190411036469,0.199700921407656,8.421772702105434,3.910872689494435
177,100,1.0,0.3,0.75,0.75,0.3,1000000,0.05;0.95,1.9663124111454096,0.2825785147703035,0.20195624942,0.3665643969707965,47.28,6.223253882727983,1.9605768010635656,0.26927123441148104,97.0,0.499209392,0.4171866130878562,0.5027560999999998,0.4792,0.0411,0.4761,0.4792,0.7430365824364782,0.14399150163189148,0.7654013060652959,0.18398376239759048,0.33172386401647425,0.1891612005709956,1.9663124111454098,0.28116207219269945,8.192326890047273,3.7971775228335067
178,100,1.0,0.3,1.0,1.0,0.3,1000000,0.05;0.95,2.04107727310524,0.4916557209202289,0.20095347963,0.3637967900022028,46.57,6.197514979343892,2.008719820451026,0.3778854351254706,97.0,0.495597499,0.4145553661067817,0.5135267,0.4777000000000001,0.0441,0.4697999999999999,0.4777000000000001,0.7694298782678236,0.19283963640504814,0.8035170610777187,0.2742529891406981,0.34350697979335093,0.1985811243700344,2.040951096269667,0.48869310459110304,8.30357846787426,3.9271340294975134
179,100,1.0,0.3,1.25,1.25,0.3,1000000,0.05;0.95,2.039452119154432,0.425037197583715,0.19646354392999998,0.3579310125808696,45.9,6.323756714951879,2.0227532297235737,0.3943862772794921,97.0,0.4916057169999999,0.4073074925046665,0.46884015,0.4787999999999999,0.0487,0.4618,0.4787999999999999,0.7966636851577116,0.21288935610605048,0.8325101220381981,0.26356998763283873,0.3556653362820295,0.20574646649324796,2.0394521191544324,0.4229066718988006,8.83106607316428,3.412312005030933
180,100,1.0,0.3,1.5,1.5,0.3,1000000,0.05;0.95,2.3239620363387856,0.6534671961766075,0.20524865127,0.35601255959824396,44.79,6.260820935618491,2.2583372602179947,0.4902057908036482,97.0,0.5102798229999999,0.4101110073163695,0.5324901499999999,0.4389,0.08290000000000003,0.4628000000000001,0.4389,0.9098160169653888,0.2293646939626922,0.98957238271295,0.3516508355617439,0.40618146108255476,0.24456281754752246,2.324085464901345,0.6502799878412806,8.55241124477081,3.372696938492729
181,100,1.0,0.4,0.0,0.0,0.3,1000000,0.05;0.95,1.1581454316345263,0.29598975802022565,0.04349617969,0.19246842600323186,76.74,22.32569747346693,1.1581454316345268,0.2945060907423528,97.0,0.4923826230000001,0.1228712977651206,0.50964685,0.4492,0.12,0.4308,0.4492,0.15517313646842146,0.2284500214006796,0.16003536611503935,0.23026272791202804,0.06927604055788326,0.03955112402899029,1.1581454316345268,0.2945060907423528,8.880954156533642,7.148948917841335
182,100,1.0,0.4,0.5,0.5,0.3,1000000,0.05;0.95,1.506327929752988,0.33815111705173523,0.13462813348999994,0.3205138455727566,51.14,6.628710129414167,1.5063279297529886,0.3364561133100468,97.0,0.5107813230000001,0.3204069117883384,0.5221129000000001,0.4826999999999999,0.01,0.5073,0.4826999999999999,0.4511773321743078,0.22436298656263545,0.4580907931643252,0.22097998622354847,0.2014251942949264,0.1132125118141503,1.5063279297529886,0.33645611331004677,10.913556439132279,7.912145656866117
183,100,1.0,0.4,0.75,0.75,0.3,1000000,0.05;0.95,1.7690079674893298,0.2534677131141213,0.18847391063000002,0.3657604674649654,47.72,6.518164208307785,1.7690079674893289,0.25219719026069565,97.0,0.5229781630000001,0.4049660676742368,0.57170335,0.4743000000000001,0.0,0.5257,0.4743000000000001,0.6023396038830932,0.13748787053556846,0.6023396038830932,0.13748787053556846,0.26891061028927715,0.14886214815560264,1.7690079674893289,0.25219719026069565,8.549383281551528,5.506852074340857
184,100,1.0,0.4,1.0,1.0,0.3,1000000,0.05;0.95,1.8870469929966311,0.12115081194122868,0.21029272511,0.3804092842309075,44.47,4.729992418897548,1.887046992996632,0.12054353587678925,97.0,0.5136285810000001,0.43429594377475184,0.5312311000000001,0.4847,0.0,0.5153,0.4847,0.6599656668659959,0.03885359814092919,0.6599656668659959,0.03885359814092919,0.29463739243244225,0.16310384747287002,1.8870469929966316,0.12054353587678922,7.72670981744901,3.662216939660548
