eps,gam,gam_media,p_media,media_op,avg_mean,avg_median,avg_std,perc_extr
0.5,0.75,0.75,0.2,[0.0],0.002401005830000001,0.0010175689999999996,0.011574919135975555,0.9984999999999999
0.5,1.0,1.0,0.2,[0.0],0.0030052285300000013,0.0009590630000000001,0.010913166146597169,0.9977000000000003
0.5,1.25,1.25,0.2,[0.0],0.00636706689,0.0008562035,0.028207747738816503,0.9936999999999995
0.5,1.5,1.5,0.2,[0.0],0.0042929046479999984,0.000795106,0.019561647911214498,0.9960999999999999
1.0,0.0,0.0,0.2,[0.0],0.0012136499000000001,0.0012784475000000004,0.00029064767848623713,1.0
1.0,0.25,0.25,0.2,[0.0],0.00112396643,0.0011832585,0.000307615118875438,1.0
1.0,0.5,0.5,0.2,[0.0],0.0010767364099999992,0.0011235385000000003,0.0003285258807608889,1.0
1.0,0.75,0.75,0.2,[0.0],0.0009968917400000007,0.0010241509999999996,0.0003353883004460671,1.0
1.0,1.0,1.0,0.2,[0.0],0.0009250592160000001,0.0009250095000000001,0.00034845764401740477,1.0
1.0,1.25,1.25,0.2,[0.0],0.0008770101379999999,0.0008703719999999997,0.0003579040806581926,1.0
1.0,1.5,1.5,0.2,[0.0],0.0008195871040000001,0.0007998675000000001,0.00035387963238706224,1.0
0.1,0.0,0.0,0.3,[0.0],0.49671254151800004,0.4956275000000002,0.29301875365315605,0.11710000000000002
0.1,0.25,0.25,0.3,[0.0],0.4953592087999999,0.49927049999999995,0.2941573961128912,0.11279999999999993
0.1,0.5,0.5,0.3,[0.0],0.49265588408799993,0.49011049999999995,0.2935961644919433,0.11129999999999995
0.1,0.75,0.75,0.3,[0.0],0.4935095835540001,0.5019315000000002,0.2934120062791209,0.10789999999999994
0.1,1.0,1.0,0.3,[0.0],0.4947047788730001,0.4986165,0.29449939876292325,0.10759999999999996
0.1,1.25,1.25,0.3,[0.0],0.501540113595,0.5137685,0.2950682812801274,0.10459999999999992
0.1,1.5,1.5,0.3,[0.0],0.4916333904779999,0.5008215000000001,0.2958272213748597,0.10779999999999999
0.2,0.0,0.0,0.3,[0.0],0.45946361908799993,0.5106003650000002,0.30631107893000076,0.2545000000000001
0.2,0.25,0.25,0.3,[0.0],0.46255158433199983,0.513603256,0.3048935593939724,0.24609999999999999
0.2,0.5,0.5,0.3,[0.0],0.4642570222969999,0.5231488455000001,0.3049959948797337,0.24359999999999993
0.2,0.75,0.75,0.3,[0.0],0.46676107770299985,0.5301919900000001,0.30059686691755466,0.2299000000000001
0.2,1.0,1.0,0.3,[0.0],0.46123706212599985,0.5009472250000001,0.3052216081278539,0.23630000000000004
0.2,1.25,1.25,0.3,[0.0],0.475252275508,0.5138314999999999,0.2968731599019372,0.20900000000000016
0.2,1.5,1.5,0.3,[0.0],0.47671782650199995,0.5190640675000003,0.2957637166585143,0.20439999999999997
0.3,0.0,0.0,0.3,[0.0],0.39856037631299995,0.5487670295,0.3198363287369337,0.39570000000000005
0.3,0.25,0.25,0.3,[0.0],0.41153580825100006,0.5602313624999999,0.30906735328082385,0.37049999999999983
0.3,0.5,0.5,0.3,[0.0],0.41925842851600004,0.5706694305,0.3027635758921047,0.34869999999999995
0.3,0.75,0.75,0.3,[0.0],0.4253439382649999,0.5714986049999999,0.3072096589890548,0.3447999999999999
0.3,1.0,1.0,0.3,[0.0],0.43093162447600003,0.599544187,0.3047185057292607,0.33190000000000003
0.3,1.25,1.25,0.3,[0.0],0.43231254391999985,0.596787005,0.29946486336243683,0.3230000000000002
0.3,1.5,1.5,0.3,[0.0],0.437258155388,0.6009332925000002,0.29765041824812305,0.3152999999999999
0.4,0.0,0.0,0.3,[0.0],0.1282425094689999,0.14272064024999997,0.08845790250936433,0.7758000000000002
0.4,0.25,0.25,0.3,[0.0],0.167690364089,0.20484100575000003,0.11904125786332755,0.7197
0.4,0.5,0.5,0.3,[0.0],0.18764148314700005,0.22359908200000003,0.12837530060847038,0.6925
0.4,0.75,0.75,0.3,[0.0],0.239101676565,0.3219780324999999,0.17435756782934014,0.6081
0.4,1.0,1.0,0.3,[0.0],0.2975257611830001,0.421486735,0.2218456488330255,0.5275
0.4,1.25,1.25,0.3,[0.0],0.3388393230660002,0.45933129399999983,0.2567935406215943,0.46459999999999996
0.4,1.5,1.5,0.3,[0.0],0.3783714210730001,0.544145787,0.28278261335523525,0.4118999999999998
0.5,0.0,0.0,0.3,[0.0],0.004982877510999999,0.0010028416999999998,0.031693684658080035,0.9955999999999995
0.5,0.25,0.25,0.3,[0.0],0.005448968097999999,0.0009398640000000002,0.03224601322577248,0.9948999999999999
0.5,0.5,0.5,0.3,[0.0],0.00434788667,0.0008681073500000002,0.02334703675466709,0.9961
0.5,0.75,0.75,0.3,[0.0],0.003629750753999999,0.0007804524999999996,0.018362096713342012,0.9964999999999997
0.5,1.0,1.0,0.3,[0.0],0.003719888875000001,0.000672478,0.016954980300832433,0.9963
0.5,1.25,1.25,0.3,[0.0],0.009901869582000004,0.007644612500000001,0.027005688902870268,0.9875999999999999
0.5,1.5,1.5,0.3,[0.0],0.018410329815999996,0.0071593720000000015,0.06065250496121035,0.9759999999999998
1.0,0.0,0.0,0.3,[0.0],0.0010254466799999998,0.0010638169999999999,0.00029894427443178545,1.0
1.0,0.25,0.25,0.3,[0.0],0.0009384598500000004,0.0009679810000000001,0.0003104326831256076,1.0
1.0,0.5,0.5,0.3,[0.0],0.0008592377399999998,0.0008595065000000001,0.00031423450209975016,1.0
1.0,0.75,0.75,0.3,[0.0],0.0007828235139999998,0.0007579429999999996,0.0003213232702318787,1.0
1.0,1.0,1.0,0.3,[0.0],0.0007282145350000006,0.0006845455,0.00033703606694147437,1.0
1.0,1.25,1.25,0.3,[0.0],0.000662048573,0.0006154135,0.00033805779010816515,1.0
1.0,1.5,1.5,0.3,[0.0],0.0006141478349999999,0.0005590479999999996,0.000329904243968906,1.0
0.1,0.0,0.0,0.4,[0.0],0.49374195111800007,0.49531999999999976,0.2903681734798868,0.11239999999999997
0.1,0.25,0.25,0.4,[0.0],0.49306448668199976,0.5053155,0.29348370832549625,0.11259999999999999
0.1,0.5,0.5,0.4,[0.0],0.4950872019499999,0.49688150000000014,0.2952251194896835,0.11110000000000003
0.1,0.75,0.75,0.4,[0.0],0.4916661294379998,0.49493399999999993,0.29515805369828013,0.11589999999999996
0.1,1.0,1.0,0.4,[0.0],0.48927540382700024,0.4926435,0.2960677258890183,0.1092
0.1,1.25,1.25,0.4,[0.0],0.496547297972,0.5054365000000001,0.29441303337587693,0.10720000000000002
0.1,1.5,1.5,0.4,[0.0],0.497652419679,0.4997514999999999,0.2937601447875002,0.10109999999999998
0.2,0.0,0.0,0.4,[0.0],0.4632685748380001,0.5159305000000001,0.3008689212472723,0.24230000000000002
0.2,0.25,0.25,0.4,[0.0],0.4627251004909999,0.5039281856000002,0.30112460209216857,0.2428
0.2,0.5,0.5,0.4,[0.0],0.46006972411999997,0.509580353,0.3058960958196541,0.2496999999999999
0.2,0.75,0.75,0.4,[0.0],0.4663362892600001,0.5326884999999999,0.29830985017045925,0.2248
0.2,1.0,1.0,0.4,[0.0],0.4719462365850001,0.505124985,0.29779815896568457,0.2182
0.2,1.25,1.25,0.4,[0.0],0.468841398288,0.5246344999999999,0.29564028212906857,0.21690000000000015
0.2,1.5,1.5,0.4,[0.0],0.4794051396559999,0.5444030000000001,0.29329815187703745,0.20240000000000002
0.3,0.0,0.0,0.4,[0.0],0.4074949629820002,0.5829801684999997,0.3143862126307691,0.3758000000000002
0.3,0.25,0.25,0.4,[0.0],0.411029697854,0.5798966277000002,0.30983288682405796,0.36960000000000015
0.3,0.5,0.5,0.4,[0.0],0.42641208525599994,0.5868772219999999,0.30892030286748734,0.34529999999999994
0.3,0.75,0.75,0.4,[0.0],0.4320081610989998,0.5974294924999999,0.3033014623500592,0.33199999999999996
0.3,1.0,1.0,0.4,[0.0],0.43785899751900026,0.620992515,0.3013526729772603,0.31859999999999994
0.3,1.25,1.25,0.4,[0.0],0.43769713530400006,0.6095337875,0.29626383014953833,0.3119
0.3,1.5,1.5,0.4,[0.0],0.44290602967200016,0.62101805,0.29838260555058566,0.30929999999999996
0.4,0.0,0.0,0.4,[0.0],0.218744371001,0.2633480612,0.18457339945517415,0.6607000000000001
0.4,0.25,0.25,0.4,[0.0],0.2068528719920001,0.28189824049999995,0.17252091559401017,0.6766
0.4,0.5,0.5,0.4,[0.0],0.28815953952599993,0.4108414935000002,0.2226417566785069,0.5497
0.4,0.75,0.75,0.4,[0.0],0.33250750980700006,0.4829459829999998,0.25638490956331716,0.4860000000000002
0.4,1.0,1.0,0.4,[0.0],0.3908619643699999,0.5559911580000001,0.2899445740590949,0.3922
0.4,1.25,1.25,0.4,[0.0],0.3865987704459997,0.5740064848499999,0.29904120923958394,0.40149999999999997
0.4,1.5,1.5,0.4,[0.0],0.41052421760299984,0.6021497016999998,0.30990642410326336,0.3712999999999999
0.5,0.0,0.0,0.4,[0.0],0.006593395629000003,0.0007891977,0.04150659299073993,0.9933999999999997
0.5,0.25,0.25,0.4,[0.0],0.006137774359999998,0.0006973385499999998,0.034391401538452895,0.9934000000000002
0.5,0.5,0.5,0.4,[0.0],0.004678001122000001,0.0006475762500000003,0.028560457470196133,0.9948999999999999
0.5,0.75,0.75,0.4,[0.0],0.006979591384999999,0.0006209121999999998,0.03486031943849936,0.9917999999999997
0.5,1.0,1.0,0.4,[0.0],0.014250542376999999,0.007330202599999997,0.05026578861202521,0.9806999999999999
0.5,1.25,1.25,0.4,[0.0],0.031209484889999983,0.01652364149999999,0.07500475422780878,0.9559999999999998
0.5,1.5,1.5,0.4,[0.0],0.049924129402999985,0.03575098535000003,0.11233779585031492,0.9287000000000002
1.0,0.0,0.0,0.4,[0.0],0.0008675899399999999,0.0008897925,0.0002891308022549365,1.0
1.0,0.25,0.25,0.4,[0.0],0.0007858721249999996,0.0007767900000000001,0.00029409601322177175,1.0
1.0,0.5,0.5,0.4,[0.0],0.000720872481,0.0006911215000000002,0.00030006834110833945,1.0
1.0,0.75,0.75,0.4,[0.0],0.000651218903,0.0006025259999999999,0.00030556019775161014,1.0
1.0,1.0,1.0,0.4,[0.0],0.000583221104,0.0005277435000000001,0.0003092232305323352,1.0
1.0,1.25,1.25,0.4,[0.0],0.00055570599,0.0004852050000000004,0.0003201681902263542,1.0
1.0,1.5,1.5,0.4,[0.0],0.000497276133,0.0004313174999999998,0.0003090408749177265,1.0
0.1,0.0,0.0,0.5,[0.0],0.49117195128800006,0.4848455000000003,0.2921895717857455,0.11709999999999995
0.1,0.25,0.25,0.5,[0.0],0.4885783916309998,0.49538349999999975,0.2940505962222348,0.11799999999999997
0.1,0.5,0.5,0.5,[0.0],0.4930380864990001,0.5064499999999998,0.2958358584539227,0.11800000000000001
0.1,0.75,0.75,0.5,[0.0],0.4930418871220001,0.5041394999999999,0.296457849318351,0.11389999999999995
0.1,1.0,1.0,0.5,[0.0],0.4966901972780001,0.4956735000000001,0.2934394987666061,0.10519999999999996
0.1,1.25,1.25,0.5,[0.0],0.4904355481220002,0.48893750000000025,0.295706607987613,0.10989999999999997
0.1,1.5,1.5,0.5,[0.0],0.49116936243900006,0.49147449999999987,0.2930937515723335,0.09940000000000002
0.2,0.0,0.0,0.5,[0.0],0.47231697509299986,0.5114354999999999,0.29856978130399153,0.22930000000000006
0.2,0.25,0.25,0.5,[0.0],0.46804944486800004,0.51248,0.30802582005465357,0.24100000000000008
0.2,0.5,0.5,0.5,[0.0],0.46960347466900004,0.5108025,0.3008985815313818,0.22590000000000005
0.2,0.75,0.75,0.5,[0.0],0.46953257602500004,0.5227560000000001,0.3029316099335581,0.2287
0.2,1.0,1.0,0.5,[0.0],0.4713981555809999,0.5039415249999999,0.3009862973611455,0.21890000000000018
0.2,1.25,1.25,0.5,[0.0],0.4710891984199998,0.5174375000000001,0.2989376264555243,0.21550000000000008
0.2,1.5,1.5,0.5,[0.0],0.4856017057940001,0.5402120000000002,0.2966105194405422,0.20170000000000005
0.3,0.0,0.0,0.5,[0.0],0.42643940364200006,0.6239076884999999,0.3129040495132587,0.35319999999999996
0.3,0.25,0.25,0.5,[0.0],0.4285154482960001,0.5990206235,0.3072260054629801,0.3403
0.3,0.5,0.5,0.5,[0.0],0.4281895176579998,0.6230769060000001,0.3094773463327971,0.3412000000000003
0.3,0.75,0.75,0.5,[0.0],0.44709396421599995,0.6328955400000001,0.301638285201635,0.31189999999999984
0.3,1.0,1.0,0.5,[0.0],0.445021559807,0.6313497899999999,0.29724040301105553,0.30670000000000003
0.3,1.25,1.25,0.5,[0.0],0.451407516437,0.6361270000000001,0.29407570023813384,0.2945
0.3,1.5,1.5,0.5,[0.0],0.44740605655199983,0.6313384999999999,0.2961727394001678,0.3001999999999999
0.4,0.0,0.0,0.5,[0.0],0.26717732241399994,0.3306780759499998,0.23977456422946053,0.5946999999999999
0.4,0.25,0.25,0.5,[0.0],0.32615377001999996,0.4376547223000001,0.2720151922522865,0.4932999999999999
0.4,0.5,0.5,0.5,[0.0],0.36259508088200015,0.5374973126,0.28650602742643577,0.43739999999999996
0.4,0.75,0.75,0.5,[0.0],0.38728462514999995,0.5454430295499998,0.30904549407593956,0.40669999999999995
0.4,1.0,1.0,0.5,[0.0],0.4050311896679999,0.6072090065000001,0.314143314416074,0.38359999999999994
0.4,1.25,1.25,0.5,[0.0],0.4112381010050001,0.6280362784499999,0.3238127102864599,0.38420000000000015
0.4,1.5,1.5,0.5,[0.0],0.40265917502900017,0.6126123540000001,0.3250249261405564,0.39569999999999994
0.5,0.0,0.0,0.5,[0.0],0.017683867395,0.000502947,0.08485211439637025,0.9788999999999995
0.5,0.25,0.25,0.5,[0.0],0.014999339679999993,0.000482976,0.07828621386141045,0.9816999999999996
0.5,0.5,0.5,0.5,[0.0],0.013057744896000003,0.0005002397000000002,0.06336419558981751,0.9832999999999997
0.5,0.75,0.75,0.5,[0.0],0.009269977380000002,0.00047617075000000003,0.04880282871441834,0.9876999999999998
0.5,1.0,1.0,0.5,[0.0],0.06730138854800001,0.06109913000000003,0.12228170065000368,0.9020000000000005
0.5,1.25,1.25,0.5,[0.0],0.11262698026499997,0.09728156650000003,0.1632775949405822,0.8329999999999997
0.5,1.5,1.5,0.5,[0.0],0.12586962334200008,0.10247136650000002,0.1888005363584628,0.8142999999999998
1.0,0.0,0.0,0.5,[0.0],0.0007464819999999997,0.0007348649999999999,0.0002762059532949475,1.0
1.0,0.25,0.25,0.5,[0.0],0.0006822720299999998,0.0006440440000000003,0.00027882372144354215,1.0
1.0,0.5,0.5,0.5,[0.0],0.0006184514920000001,0.0005686360000000001,0.00028163498913411485,1.0
1.0,0.75,0.75,0.5,[0.0],0.000554376334,0.0004966104999999997,0.0002880609461068954,1.0
1.0,1.0,1.0,0.5,[0.0],0.000483065544,0.00042094949999999984,0.0002794714919728685,1.0
1.0,1.25,1.25,0.5,[0.0],0.00043550799599999983,0.00037483050000000016,0.000271936522764548,1.0
1.0,1.5,1.5,0.5,[0.0],0.00040684630100000014,0.00033604300000000006,0.0002809089455286947,1.0
