n,p,eps,gam,gam_media,p_media,max_it,media_ops,avg_nc,std_nc,avg_pwdist,std_pwdist,avg_niter,std_niter
100, 1.0, 0.2, 0.75, 0.75, 0.1, 1000000, 0.05;0.5;0.95, 2.5134984509654825, 0.412434827886021, 0.16033979265999998, 0.2694946485726817, 143.19, 23.956482010158133
