,n,p,eps,gam,gam_media,p_media,max_it,media_op,avg_ncluster,std_ncluster,avg_pwdist,std_pwdist,avg_niter,std_niter,avg_ncluster_0.001,std_ncluster_0.001,nruns,avg_opinion,std_opinions,median_opinion,avg_00_perc,avg_05_perc,avg_095_perc,avg_005_perc,10B_avg_entr,10B_std_entr,100B_avg_entr,100B_std_entr,100B_norm_entr
10,100,1.0,0.5,1.0,1.0,0.3,1000000,0.0,1.0039283051736811,0.0153193834808811,0.0016733794670899,0.0346910697780806,46.73,2.5019386422726213,1.2909879671535187,0.1818279655990439,576,0.002253225417,0.0098509813542288,0.0006809715,0.9981000000000002,0.0,0.0005,0.9981000000000002,0.0087411998825429,0.03212253025087,0.0090777057160475,0.0342167718595235,0.002223485017904928
11,100,1.0,0.5,0.75,0.75,0.1,1000000,0.05;0.5;0.95,8.010768843528005,1.2486617195523066,0.02190699276,0.0372612048091455,1000000.0,0.0,32.767384718537826,4.028866010813312,576,0.308185116,0.0428588551204645,0.3084449999999999,0.0004,0.014,0.0008,0.0093999999999999,0.7147783723304044,0.1527604221506843,2.458042961701509,0.1453109029870023,0.6020708171942862
12,100,1.0,0.3,0.5,0.5,0.4,1000000,0.05;0.5;0.95,1.6984995207918552,0.2438402287835637,0.09596484896,0.1975837435886158,44.12,15.32165563224586,2.157261064114641,0.4705351745619851,576,0.4884464979999999,0.2156855466269749,0.491293,0.1551,0.7159,0.129,0.1551,0.6679389460356445,0.1706706606192717,0.6679389460356445,0.1706706606192717,0.16360436059961964
13,100,1.0,0.4,1.5,1.5,0.2,1000000,0.05;0.95,1.8333363049469151,0.1457602304649513,0.20251062082,0.3752580362366505,64.51,6.32374872838872,2.3548290337156748,0.4177332209902327,576,0.5115553,0.4257710931492863,0.5357314,0.4868,0.0004,0.5128,0.4868,0.6434698726680185,0.0512632192391702,0.6434698726680185,0.0512632192391702,0.15761092792656511
14,100,1.0,0.4,1.5,1.5,0.0,1000000,0.05;0.5;0.95,1.2634699152450388,0.2998295564891765,0.009455071056,0.0611286084539995,111.09,32.01202267835627,6.631762055379052,1.5051699546301618,576,0.500119139,0.0426008867862538,0.500854,0.0091,0.965,0.0073,0.0093,0.1231598228909428,0.1651546493701632,0.5502443105201686,0.3009225171616974,0.13477634315311615
15,100,1.0,0.3,0.0,0.0,0.4,1000000,0.05;0.95,1.904802230454141,0.1371009898503833,0.2106638452699999,0.3797063415478572,57.44,6.424888475233787,2.3779114851811896,0.4576957517902117,576,0.5137559429999999,0.4329220892497905,0.5967607,0.4794,0.0105,0.5099000000000001,0.4794,0.6709553073746154,0.0528890415109137,0.6709553073746154,0.0528890415109137,0.16434318541456525
16,100,1.0,0.2,0.5,0.5,0.3,1000000,0.05;0.95,3.493888877825561,1.2063904249363495,0.18852918506,0.2974996904247964,47.57,18.08914792706591,4.361963394719753,1.659108250695943,576,0.4963216860000001,0.350472908019958,0.4615648,0.3085,0.2784,0.305,0.3085,1.2531473723692723,0.2200529648311258,1.508785480945162,0.4413768775756803,0.3695605494440656
17,100,1.0,0.4,1.25,1.25,0.2,1000000,0.05;0.5;0.95,1.094223024398257,0.0931441689748608,0.01825711967,0.0882769530054352,50.47,12.224710031470494,1.7360513380379563,0.3650316157005656,576,0.497754079,0.0744461772104908,0.5001559999999999,0.0245,0.9564,0.0191,0.0245,0.1898798628090977,0.1592761492775058,0.1898798628090977,0.1592761492775058,0.04650900165352558
18,100,1.0,0.5,1.25,1.25,0.0,1000000,0.0,1.00163595186748,0.0085802160223939,0.00184723485,0.0150773637774958,79.16,25.90063374288027,5.380389669819636,1.3469885657439458,576,0.5022055430000001,0.0053562473631366,0.5024535,0.0007,0.9907,0.0001,0.0007,0.0817054479658422,0.196255491620524,0.4390710014822743,0.2681842275659831,0.1075456535087396
19,100,1.0,0.5,0.75,0.75,0.4,1000000,0.5,1.0,0.0,0.0002285954,0.0003784830331048,15.37,2.1017308884043,1.4658722755314395,0.3258537705471752,576,0.5001411400000001,0.0004307940354246,0.5001539999999999,0.0,1.0,0.0,0.0,0.1744622821793668,0.251725620209194,0.1744622821793668,0.251725620209194,0.04273263341524412
20,100,1.0,0.2,1.0,1.0,0.5,1000000,0.05;0.95,3.39314820481942,1.181488927962027,0.17670081156,0.2776422524797569,25.55,6.278671608845072,5.081169469803602,1.1384048351745129,576,0.4995816700000002,0.328137154500409,0.5189330000000001,0.267,0.3798,0.2608,0.267,1.2422724192294867,0.2447133520777356,1.423317222640978,0.4441928370775761,0.348626031649571
21,100,1.0,0.2,0.5,0.5,0.5,1000000,0.05;0.5;0.95,2.834509529324884,0.2091975361856408,0.1810607980699999,0.2858359932325455,30.03,4.785193915410408,3.066155034664616,0.3823285580506997,576,0.495472215,0.3373620686398368,0.5000175000000001,0.2913,0.4191000000000001,0.2819,0.2913,1.1407434886724208,0.1178948665802997,1.141488960667357,0.1181680432081965,0.27959527236721615
22,100,1.0,0.4,1.5,1.5,0.1,1000000,0.05;0.5;0.95,1.0676863062422473,0.078945977056968,0.0135186985299999,0.0762423960986749,79.12,16.05437729415346,1.7320427172623447,0.5115542805182224,576,0.495692329,0.0612240852972013,0.5002465,0.0208,0.9684,0.0108,0.0208,0.1858816046949306,0.1948735380543824,0.1867477666700697,0.1959523131877422,0.04574182886145595
23,100,1.0,0.3,1.25,1.25,0.3,1000000,0.05;0.95,2.039452119154432,0.425037197583715,0.1964635439299999,0.3579310125808696,45.9,6.323756714951879,2.581555333155748,0.7979184133685848,576,0.491605717,0.4073074925046666,0.46884015,0.4787999999999999,0.0487,0.4618,0.4787999999999999,0.7966636851577116,0.2128893561060504,0.8325101220381981,0.2635699876328387,0.20391427542466178
24,100,1.0,0.5,1.5,1.5,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.0001489642,0.0002618139332902,9521.69,8893.70300977954,1.4446094658327098,0.3254754373027002,576,0.49946858,0.000295015817386,0.4994979999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,100,1.0,0.5,1.25,1.25,0.4,1000000,0.05;0.5;0.95,1.9987236773933583,0.9587967820622922,0.0077302431999999,0.0292611382178319,1000000.0,0.0,8.493609836179251,6.240196298126963,576,0.49236124,0.0234850141358298,0.4969325,0.0,0.9755,0.0,0.0,0.3231220235063569,0.2986050359136943,0.847168097236265,0.6546680605851083,0.20750458659636106
26,100,1.0,0.2,0.5,0.5,0.4,1000000,0.05;0.95,3.6429784837226,1.2814275717163572,0.1863391544,0.2919211996300183,34.91,9.955552737192964,4.647300312692375,1.8430997817563304,576,0.502278158,0.3449259605324924,0.4920875500000001,0.2903,0.3074,0.3002,0.2903,1.2700569908915127,0.2276300976130462,1.5275930185939708,0.4653966543485547,0.37416725068487394
27,100,1.0,0.5,0.75,0.75,0.3,1000000,0.05;0.95,1.0512664085575625,0.0890512333980329,0.01964645977,0.1307032365068574,56.81,7.402831835988116,1.4712402799248576,0.3152888992582372,576,0.480387993,0.0939618326482421,0.48195515,0.5217,0.0,0.4783,0.5217,0.088934666089589,0.1127973059584915,0.088934666089589,0.1127973059584915,0.02178357657849677
