,n,p,eps,gam,gam_media,p_media,max_it,media_op,avg_ncluster,std_ncluster,avg_pwdist,std_pwdist,avg_niter,std_niter,avg_ncluster_0.01,std_ncluster_0.01,nruns,iqm_niter,iqstd_niter,avg_opinion,std_opinions,median_opinion,avg_00_perc,avg_05_perc,avg_095_perc,avg_005_perc,10B_avg_entr,10B_std_entr,100B_avg_entr,100B_std_entr,100B_norm_entr
13,100,1.0,0.4,0.5,0.5,0.0,1000000,0.05;0.5;0.95,1.0185840772517458,0.038625799311234575,0.004780723598,0.043593302828501226,27.18,12.502428047011788,1.0185840772517465,0.03843218506287994,576,23.558139534883722,2.7220232350510756,0.49880603779999994,0.02608573494940022,0.49864400000000003,0.0001,0.2575,0.0012000000000000001,0.0001,0.07715062033444645,0.16229597138182195,0.26978592971581444,0.28068598287166635,0.06643588656678566
14,100,1.0,0.4,0.75,0.75,0.0,1000000,0.05;0.5;0.95,1.0183671046374858,0.04100335215055192,0.0043257993100000005,0.04029232642043981,34.77,16.898900209268888,1.0183671046374858,0.04079782026905788,576,30.829787234042552,4.303977126294565,0.5014318429999999,0.021971063923713396,0.5018845000000001,0.0,0.26300000000000007,0.0008,0.0012000000000000001,0.08519267775132415,0.1817198695841775,0.33309739730995935,0.30380368278855274,0.082026593924623
15,100,1.0,0.4,1.0,1.0,0.0,1000000,0.05;0.5;0.95,1.0235434064746296,0.06343641816487113,0.004226453757999999,0.038042691105679136,30048.64,171438.01181182163,1.0235434064746298,0.06311843912908893,576,50.30434782608695,6.117933599769691,0.5026839734,0.019623786258546203,0.503816,0.0002,0.2629,0.0003,0.0009,0.07120141217946033,0.15830012688381812,0.40898768623584963,0.2991746940011211,0.10071488738719156
16,100,1.0,0.4,1.25,1.25,0.0,1000000,0.05;0.5;0.95,1.1109559267845948,0.1879020950576306,0.009411421209999998,0.061697912335866335,10076.86,99992.24209766262,1.108941501211284,0.18041694805973177,576,71.82,9.82789906338074,0.49468387299999994,0.04121626269056013,0.49335049999999997,0.0002,0.24630000000000002,0.0016,0.0005,0.1555998535098478,0.2195101698467121,0.5011840100364497,0.3047031723968513,0.12341860850542549
17,100,1.0,0.4,1.5,1.5,0.0,1000000,0.05;0.5;0.95,1.2634699152450388,0.2998295564891765,0.009455071056,0.061128608453999575,111.09,32.012022678356274,1.254589436035824,0.292823318662649,576,110.28571428571429,13.369169528342102,0.500119139,0.04260088678625386,0.500854,0.0003,0.24610000000000007,0.0023000000000000004,0.0031000000000000003,0.12315982289094286,0.16515464937016325,0.5502443105201686,0.30092251716169743,0.13549990778334595
18,100,1.0,0.5,0.0,0.0,0.0,1000000,0.05;0.5;0.95,1.0,0.0,0.00018728750000000048,0.0003261934529476631,12.43,0.7420283421851621,1.0,0.0,576,,,0.5032643499999999,0.000364927032273593,0.5032735,0.0,0.3556,0.0,0.0,0.0030253782309749805,0.030102133323159558,0.07070079902289444,0.17660635289103366,0.017410360388378662
19,100,1.0,0.5,0.5,0.5,0.0,1000000,0.05;0.5;0.95,1.0012279585285957,0.007614878168666889,0.0010952993000000002,0.01332540711497755,20023.87,140701.86823105864,1.001227958528596,0.007576708112921024,576,19.93877551020408,1.5173575751380495,0.49845074999999994,0.0035811305495185063,0.4981065,0.0,0.25079999999999997,0.0,0.0,0.04018251536765453,0.15017668030956183,0.2697115294662096,0.28811156413124156,0.06641756520158883
20,100,1.0,0.5,0.75,0.75,0.0,1000000,0.05;0.5;0.95,1.00020199959192,0.0020199959192001684,0.0010079215199999998,0.005542632603005277,20036.02,140700.1241119954,1.00020199959192,0.0020098705626108064,576,30.306122448979593,4.836949965070766,0.5011148320000001,0.0021990929513016357,0.5011709999999998,0.0,0.1975,0.0,0.0,0.037191007887338944,0.14231447488375687,0.26832793323099025,0.2949768621951539,0.06607684898027184
21,100,1.0,0.5,1.0,1.0,0.0,1000000,0.05;0.5;0.95,1.0217001107448405,0.08531577709146075,0.001324085149999999,0.009496425834762944,20052.52,140697.75698997368,1.0214467807402878,0.0838873426422546,576,48.8125,8.378186582827258,0.501789505,0.0032861499417677635,0.5019440000000001,0.0,0.2667,0.0,0.0001,0.03828470389671805,0.1488150840458334,0.3587995694853805,0.2827013866561695,0.08835585874938595
22,100,1.0,0.5,1.25,1.25,0.0,1000000,0.05;0.5;0.95,1.070913505483976,0.17685011647390686,0.0015931549800000007,0.011119697299376868,20076.02,140694.3819231851,1.06636914784678,0.16976127250779138,576,76.04255319148936,9.141808207953197,0.501426286,0.0034808992617678565,0.50165,0.0,0.27490000000000003,0.0,0.0002,0.04528914508948056,0.16099006546509814,0.4325647304117677,0.28709076879045303,0.10652083076645286
23,100,1.0,0.5,1.5,1.5,0.0,1000000,0.05;0.5;0.95,1.2352002938106936,0.29941159877995266,0.0021604438999999987,0.015530184296124015,104.7,30.137228227767142,1.2264318354555974,0.2902368708561142,576,100.89795918367346,10.238472657856784,0.4995713700000001,0.0059854861519102395,0.49938399999999994,0.0,0.2364,0.0,0.0,0.05707047759968793,0.1764710541716551,0.5027145914065928,0.26043524114734057,0.12379552041626966
24,100,1.0,0.2,0.0,0.0,0.1,1000000,0.05;0.5;0.95,2.3338105364912427,0.4303630147681851,0.15733111069,0.27213028066099826,1670.8,2312.758124278053,2.3338105364912427,0.42820579308967477,576,861.64,454.1121341695242,0.5042949870000001,0.30675896813133563,0.48009065,0.0,0.41759999999999997,0.27270000000000005,0.2605,0.8868787893704375,0.17033453976969284,0.8868787893704375,0.17033453976969287,0.2183975224770543
25,100,1.0,0.2,0.5,0.5,0.1,1000000,0.05;0.5;0.95,2.4989495821005967,0.4097026608174121,0.16345925187000002,0.27410508065843736,146.14,18.84172245444946,2.498949582100596,0.4076490004624797,576,146.43478260869566,7.1434134268935905,0.49911676700000007,0.3140848646862347,0.5060278500000001,0.0,0.4409,0.26360000000000006,0.26890000000000003,0.998489652512702,0.17038513336909467,1.0002192946598252,0.16788864877562926,0.24630808460592332
26,100,1.0,0.2,0.75,0.75,0.1,1000000,0.05;0.5;0.95,2.5881447124815717,0.3820609040035304,0.16910553680999998,0.2792755204512479,128.01,16.559958400377162,2.5881447124815713,0.38014579969311113,576,125.48,6.0240849927603115,0.499120317,0.3222549853932942,0.4888716,0.0,0.4347,0.2747,0.2777,1.050393862650489,0.16990940478562774,1.050393862650489,0.16990940478562772,0.2586637768063154
27,100,1.0,0.2,1.0,1.0,0.1,1000000,0.05;0.5;0.95,2.615868527175812,0.4270358528665931,0.1675531671,0.27656661873729865,124.27,18.778267580725686,2.6158685271758118,0.4248953087963713,576,122.47826086956522,5.904085285832332,0.486159182,0.31890449827231765,0.4953687,0.0,0.44299999999999995,0.2538,0.2866,1.0815481576913692,0.20421887120396348,1.083884722591722,0.20628944199575688,0.2669110377899539
28,100,1.0,0.2,1.25,1.25,0.1,1000000,0.05;0.5;0.95,2.791215696890704,0.3329287869876236,0.17683419537,0.2837253793887654,121.07,17.309572875473073,2.791215696890705,0.3312599605038314,576,119.74,6.731448581100505,0.505685091,0.3318584236943021,0.5022077,0.0,0.4071,0.29230000000000006,0.2795,1.1578724287498847,0.15885151138920692,1.1661436212273442,0.16538634054008813,0.2871676273927606
