,n,density,eps,gam,gam_media,p_media,max_it,media_op,avg_ncluster,std_ncluster,avg_pwdist,std_pwdist,avg_niter,std_niter,new_avg_ncluster,new_std_ncluster,0.01MS_avg_ncluster,0.01MS_std_ncluster,0.0001MS_avg_ncluster,0.0001MS_std_ncluster,0.00001MS_avg_ncluster,0.00001MS_std_ncluster
204,100,1.0,0.5,0.0,0.0,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.03324786,0.04968424283633535,1000000.0,0.0,13.406594155741642,0.5921139500957499,8.063519459382332,1.0377218062766154,67.5925925925926,1.309457002197307,67.8928928928929,1.157119922091779
205,100,1.0,0.5,0.5,0.5,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.04804858433333334,0.06880058829548058,1000000.0,0.0,17.775339214114734,1.379156815101943,11.05585201008308,0.766335532355701,70.13378774843933,1.692699291847805,70.48900229802729,2.1846902523429916
206,100,1.0,0.5,0.75,0.75,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.05640099233333334,0.08053415044313929,1000000.0,0.0,21.646993102108226,0.8565877460058972,14.406520363424733,0.39675703517195404,73.11577311577311,4.584963012255452,74.83084045584046,3.840234477597881
207,100,1.0,0.5,1.0,1.0,0.5,1000000,0.05;0.5;0.95,1.0270664174241433,0.0118930545261187,0.034576102000000004,0.07189426097998128,1000000.0,0.0,7.075469372278524,2.537698287493047,2.8926856371169403,0.6777546133967745,58.0019819150254,4.341849059829737,58.86330835774718,4.015106015168462
208,100,1.0,0.5,1.25,1.25,0.5,1000000,0.05;0.5;0.95,1.0067333197306672,0.011662451877121626,0.013747566666666666,0.04326797614099293,1000000.0,0.0,3.1390883408648613,0.8150115949927023,1.339290682717725,0.19280241294888575,39.95195636961196,13.365821886964873,40.130184073326234,13.22927254344596
209,100,1.0,0.5,1.5,1.5,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.00013961333333333697,0.000241934016261663,7565.333333333332,7079.739284276882,1.0,0.0,1.0,0.0,2.894964381025375,0.5557101801866315,2.894964381025375,0.5557101801866315
210,100,1.0,1.0,0.0,0.0,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.06725427333333332,0.10269328999890392,1000000.0,0.0,20.618994831271483,3.390734420853445,12.751794399949048,2.2687632795301482,72.1677559912854,1.9256720620548695,72.1677559912854,1.9256720620548695
211,100,1.0,1.0,0.5,0.5,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.0453185,0.07812004208342338,1000000.0,0.0,12.645409364069538,1.3055989064113354,6.75362642231613,1.2645947718921011,70.1804745922393,2.488935762072503,70.1804745922393,2.488935762072503
212,100,1.0,1.0,0.75,0.75,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.03901283666666667,0.07400765785602212,1000000.0,0.0,8.782748874101507,0.06931357252072871,3.9535482990202797,0.6205993246273982,66.16473521852474,4.996989220994341,66.4096171854167,4.710476203582981
213,100,1.0,1.0,1.0,1.0,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.029934203333333333,0.06798636811896183,1000000.0,0.0,5.3569145997550685,0.6014733891432015,2.6008006186338952,0.13246771402935312,55.850524491639476,4.069542537224818,55.850524491639476,4.069542537224818
214,100,1.0,1.0,1.25,1.25,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.012300853333333332,0.037802383072288184,1000000.0,0.0,2.9634686996120045,0.27045749117431234,1.5874551611151786,0.04559587003133436,40.81241354753003,2.560809393882955,40.81241354753003,2.560809393882955
215,100,1.0,1.0,1.5,1.5,0.5,1000000,0.05;0.5;0.95,1.0,0.0,0.0001871500000000026,0.00030927937633218035,7024.333333333332,7703.573478155014,1.0,0.0,1.0,0.0,3.6016084534317727,0.5078928112893176,3.6016084534317727,0.5078928112893176
216,100,1.0,0.1,0.0,0.0,0.0,1000000,0.0,4.193078889028271,0.5149408637035595,0.15518875666700002,0.2319540332692477,79.0,32.99311222884944,4.19307888902827,0.512359690237874,4.19307888902827,0.512359690237874,5.824834966220764,2.3983301341231233,6.168766553166502,2.8960484853011654
217,100,1.0,0.1,0.5,0.5,0.0,1000000,0.0,5.807641268269763,0.7884718944321119,0.16113800943899995,0.2334729893201275,53.53,30.27999139345781,10.7764803940469,2.927393897640345,9.997029359631432,2.5967774717463366,21.313495927245267,6.9613216288018185,22.456362366770076,7.3746723871496505
218,100,1.0,0.1,0.75,0.75,0.0,1000000,0.0,6.0610758889588086,0.7752400259541761,0.16023527485039998,0.2321055131304248,25.56,8.595653118015669,10.900810138367305,2.9935317020108383,10.348467135893225,2.7842569756860027,24.9209827023139,7.086387336285909,26.829538361089316,8.217551677182367
219,100,1.0,0.1,1.0,1.0,0.0,1000000,0.0,6.232724696545452,0.8133757066622846,0.161771414416,0.2341169917983349,20.07,5.251752954101049,10.967261536959699,3.2280886984992505,10.442892160253404,2.8797494346662025,31.991919101022553,6.851547836196536,33.49719178205576,7.429813413313264
220,100,1.0,0.1,1.25,1.25,0.0,1000000,0.0,6.352336869001254,0.9402122608800441,0.1618918144428,0.2341468197497685,19.6,6.553586418862193,12.028639227279735,3.796219791528544,11.379136173464735,3.4619295753885404,35.076677972336725,5.750921113660261,36.327826312126355,6.398069791969848
221,100,1.0,0.1,1.5,1.5,0.0,1000000,0.0,6.226457408008763,0.7967696526948341,0.16166001499000002,0.2339199647021848,21.53,5.630822463562637,11.328165845542346,3.461345076439083,10.920432943646677,3.1230092437228456,35.94369791670505,5.576976705836185,37.419654500433644,6.155823363016334
222,100,1.0,0.2,0.0,0.0,0.0,1000000,0.0,2.138566822291976,0.3336567687978543,0.12232198585,0.21155653824196186,45.53,26.52174827029944,2.138566822291976,0.3319842932594531,2.1385668222919754,0.3319842932594531,3.875526293018172,1.7990930829818903,4.013636071941096,2.0038772742239646
223,100,1.0,0.2,0.5,0.5,0.0,1000000,0.0,2.5721156417269766,0.4707021860476874,0.13560317483799994,0.21870064600128733,34.92,18.69623199762698,3.977382976160942,1.5835235625718391,3.7851612203614673,1.4205437955296143,16.176002343058435,5.752168608856176,17.32919817064216,6.8551884034314075
224,100,1.0,0.2,0.75,0.75,0.0,1000000,0.0,2.700073656034019,0.5025363177325131,0.13461325861199994,0.2146386083927792,26.34,8.380135241549901,4.268145655418638,1.5694923611392115,4.0956196242335805,1.4009558812788445,20.90714192085677,6.333313993824677,22.605272673607157,7.789485741107687
