,n,p,eps,gam,gam_media,p_media,max_it,media_op,avg_ncluster,std_ncluster,avg_pwdist,std_pwdist,avg_niter,std_niter,avg_ncluster_0.00001,std_ncluster_0.00001,nruns,avg_opinion,std_opinions,median_opinion,avg_00_perc,avg_05_perc,avg_095_perc,avg_005_perc,10B_avg_entr,10B_std_entr,100B_avg_entr,100B_std_entr,100B_norm_entr,avg_ncluster_0.01,std_ncluster_0.01,avg_ncluster_0.001,std_ncluster_0.001
10,100,1.0,0.3,0.75,0.75,0.0,1000000,0.0,1.434754166859085,0.3922950864830994,0.059941097778,0.1549058408759187,36.7,19.101800644933657,14.157411377311176,5.182258193006311,97.0,0.5045292024000001,0.1379056428331469,0.5161425000000001,0.0116,0.5398,0.0199,0.0222,0.571898069912068,0.4382508043433817,1.007680085776933,0.65591030089867,0.2522397576332767,1.849774164353971,1.1140389272756843,5.658257016405274,2.5928848286864126
11,100,1.0,0.3,1.25,1.25,0.3,1000000,0.5,1.5372934164657093,0.2592384812862746,0.064941166312,0.1534733226849513,29.35,5.259671226810798,5.894428142085712,2.212817387883036,97.0,0.4939991745999999,0.1638061447075217,0.5001195000000002,0.0406,0.81,0.0703,0.0803,0.7322420839131937,0.2354836578384383,0.9114275842140556,0.3106305922217703,0.22814609139088232,1.5374337339592317,0.25818095268299984,2.393388115174079,0.6944924426458361
12,100,1.0,0.2,1.25,1.25,0.0,1000000,0.05;0.95,4.157457956979543,1.6853733383976768,0.136007915327,0.215890868564402,39.17,15.779448979638364,27.23050850623623,6.513845923188927,97.0,0.5020622793,0.2542503265584596,0.509439,0.0413,0.1773,0.0688,0.082,1.4579833347619813,0.2338958621002743,2.261799120031159,0.3396133308701693,0.5661674472925046,4.157184270360103,1.6769190491587385,12.310487419032093,3.5565903398352425
13,100,1.0,0.4,0.0,0.0,0.4,1000000,0.5,1.0349977304617777,0.026246540448341,0.0077779815059,0.0590889436339205,36.65,46.12310602172092,2.42911460019229,1.217855728794443,97.0,0.49985283519,0.052868761521505,0.5001074999999999,0.0087,0.983,0.0083,0.0087,0.1211622746122764,0.1409570390954289,0.1213532288627649,0.140988237227076,0.03037681251064779,1.0349977304617783,0.02611497801361007,1.1998889249581213,0.2644827126468062
14,100,1.0,0.3,0.75,0.75,0.4,1000000,0.05;0.5;0.95,1.95737588557668,0.422737085384168,0.1185847984499999,0.2265797777803316,37.07,7.873052107978804,5.407652198056083,1.804108961179016,97.0,0.4813016109999999,0.2493488293395174,0.5047771,0.1987,0.6446,0.1566999999999999,0.1987,0.7929673912180633,0.2183387083040348,0.7929673912180631,0.2183387083040348,0.19849345580519223,1.957375885576679,0.42061808915631577,2.3570860781780936,0.5601718042791204
15,100,1.0,0.3,0.5,0.5,0.2,1000000,0.05;0.95,1.8049653226391744,0.2134860390980321,0.18746130125,0.3586521323038432,70.11,9.590499297100065,9.196759308460694,3.677685543644773,97.0,0.469208723,0.3970841884986466,0.4388394999999999,0.4786999999999999,0.0684999999999999,0.4112,0.4786999999999999,0.6435597651255756,0.0901503107758751,0.6511052501820498,0.1004265614129285,0.1629829077876908,1.8049653226391749,0.21241592690019465,2.5479328182603904,0.6272906626007805
16,100,1.0,0.5,1.25,1.25,0.5,1000000,0.5,1.0,0.0,0.0002308555999999,0.0003814030380279,14.87,1.1516786167866615,3.817707311203553,0.8846597350284627,97.0,0.49996192,0.0004349944965822,0.499945,0.0,1.0,0.0,0.0,0.3398500252590982,0.2699569185619006,0.3398500252590982,0.2699569185619006,0.08507034049097432,1.0,0.0,1.5972577161556674,0.3796847760149748
17,100,1.0,0.4,1.0,1.0,0.4,1000000,0.05;0.5;0.95,1.1255988623327382,0.1148045266974201,0.0242834599,0.1048451474202417,44.86,47.28828842559457,4.03481668665282,1.1321376859481969,97.0,0.5003868699999999,0.0923214648949629,0.5045189999999999,0.0321,0.9348999999999998,0.033,0.0321,0.2535569637089749,0.1912789457380569,0.2535569637089749,0.1912789457380569,0.06346969437514453,1.1255988623327382,0.11422906178690459,1.642222989572652,0.4000164806084516
18,100,1.0,0.4,1.0,1.0,0.1,1000000,0.05;0.5;0.95,1.0387330237071273,0.0595730358221003,0.00799785883,0.0586557489980222,130.9,370.32032271283936,3.4918449265074365,1.332274303760831,97.0,0.500853423,0.0384579239859868,0.5002760000000002,0.0084,0.9817,0.0098999999999999,0.0084,0.110601474796453,0.1639864219967869,0.110601474796453,0.1639864219967869,0.027685462469996636,1.0387330237071273,0.059274422233292504,1.6245093463695275,0.4003467038817425
19,100,1.0,0.5,1.25,1.25,0.3,1000000,0.05;0.5;0.95,1.8152119839894727,1.3592070520979689,0.004234729,0.0200390904446289,951356.6,153823.93713463453,17.405709101977465,20.83812046975145,1.0,0.4949913,0.0114234774221875,0.496915,0.0,0.991,0.0,0.0,0.1452813878749058,0.2521727413753553,0.5004205683526235,0.767082422292909,0.12526392518579016,1.8152119839894731,1.2894570289178173,6.917932142624389,8.598872757742637
20,100,1.0,0.4,0.0,0.0,0.5,1000000,0.05;0.5;0.95,12.38856022359963,6.211805131825149,0.0335912279999999,0.0758990022018561,800005.0,421626.4804397371,53.17452180637581,25.42751322930817,1.0,0.4579765999999999,0.0749195874467672,0.4605,0.005,0.222,0.011,0.016,0.8740195964204898,0.4277422265014575,2.4290416470509477,1.2033098808119576,0.6080311449847368,12.376419389929051,5.88923859517859,36.27336912971483,17.75678538829103
21,100,1.0,0.2,1.5,1.5,0.4,1000000,0.5,3.884863357437984,0.7495167424227979,0.145427727082,0.2234903183278364,24.16,4.879807911437216,12.44928580266935,4.25828653099336,97.0,0.4999413478000001,0.2661430824858703,0.4999470000000001,0.055,0.4073,0.1085,0.1273999999999999,1.574748823353432,0.1245362585563622,2.0746644389628432,0.2368826337744228,0.5193243993215221,3.884380830638427,0.7447191559779581,6.107580530823779,1.797802933193195
22,100,1.0,0.4,1.0,1.0,0.5,1000000,0.0,1.97344936736699,0.9302781918340408,0.15060905262759,0.2766920764586137,34.1,12.357878932776922,13.271572086037612,8.376352439794886,97.0,0.405425590467,0.3123264975255559,0.6069790065,0.3828000000000001,0.0693999999999999,0.0008,0.3828000000000001,0.6763936502280729,0.1517043061857931,0.8782906151514005,0.3250259483685302,0.21985133478802554,1.9707896632147486,0.900694809993326,4.326049878353948,1.4030475158489755
23,100,1.0,0.2,1.25,1.25,0.3,1000000,0.5,3.8084649227489593,0.6672720952186177,0.143934009528,0.2221585780399205,28.39,5.801245077088576,13.702308395543511,4.52930078623906,97.0,0.5010778957999998,0.2640539168044628,0.500031,0.0479,0.4035,0.1205999999999999,0.1017,1.554878505473874,0.1514982928341791,2.029663673876545,0.2640402019632524,0.5080599293385432,3.808564530047187,0.663885353946407,6.131291825937921,1.8022566096550303
24,100,1.0,0.3,1.5,1.5,0.1,1000000,0.05;0.95,1.9421895060496168,0.5782022554349859,0.18430255982,0.3524267922848786,128.31,17.68563589955751,9.341231763134571,6.284416807580647,97.0,0.521844454,0.3918374337173794,0.5559888,0.4269999999999999,0.0657,0.4743999999999999,0.4269999999999999,0.7036547412104894,0.2046949111893436,0.7615262329488037,0.2775873606598926,0.19062318998026742,1.9392102609785495,0.575643666868757,2.977018781318805,1.716527665133025
25,100,1.0,0.2,1.25,1.25,0.4,1000000,0.05;0.5;0.95,2.9087244709119022,0.2684828263892166,0.1763789632399999,0.2780591804260222,28.96,4.099568836654003,6.901830986181923,2.2464462996770216,97.0,0.4944448760000001,0.3284123358126935,0.5001395,0.2729,0.4343,0.2638,0.2729,1.2183253448888722,0.1383782791630906,1.231878589005376,0.1506711652867329,0.3083605214692354,2.9087244709119027,0.26713703933614824,3.2625875190267237,0.5324556435072315
