0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717,0.4717
0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441
0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731,0.4731
0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727,0.4727
0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844
0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678,0.4678
0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888,0.4888
0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459
0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264,0.5264
0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521,0.4521
